timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,quad_true_x,quad_true_y,quad_true_z,quad_true_vx,quad_true_vy,quad_true_vz,landing_pad_raw_stamp,landing_pad_x_raw,landing_pad_y_raw,landing_pad_z_raw,landing_pad_yaw_raw,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz,landing_pad_true_yaw,measure_lag,sigma_px,sigma_py,sigma_pz,sigma_v,sigma_a,sigma_yaw,sigma_yaw_rate,covar_trace,covar_det_log,covar_max_eig
54.901,1.0676420685029608e-11,-1.343746607040952e-10,-0.016,0.01,0.0,0.0,1.5388541082527973,0.00034077324329779955,0.0003866139936303402,-0.0025466867416008604,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.0,1.0676420685029608e-11,-1.343746607040952e-10,-0.014,0.01,0.0,0.0,1.5389424274351937,0.0003398943950771664,0.0003384982571456239,-0.002319765146918247,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.1,1.0676420685029608e-11,-1.343746607040952e-10,-0.011,0.01,0.0,0.0,1.5390155139055588,0.000338255392531384,0.00035967486000151796,-0.0025581426051546293,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.2,2.052580262874859e-10,2.434723906860614e-10,-0.008,0.01,0.0,0.0,1.5391010875490052,0.0002982768551958296,0.00033961956736383564,-0.0025068084927181242,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.3,2.052580262874859e-10,2.434723906860614e-10,-0.005,0.01,0.0,0.0,1.5391935008254387,0.0002916634352871715,0.00030945942908348385,-0.002323123154637179,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.402,2.052580262874859e-10,2.434723906860614e-10,-0.002,0.01,0.0,0.0,1.5392760011043884,0.0003258330873319447,0.0004307079194536451,-0.0024206016281783887,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.5,2.052580262874859e-10,2.434723906860614e-10,0.0,0.01,0.0,0.0,1.5393552045014243,0.00030846814825244407,0.0003929444529277973,-0.002437370007523618,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.6,0.0,0.0,0.002,0.01,0.0,0.0,1.539436795809541,0.00031667602941722213,0.0003880511932054491,-0.0023797900583736637,0.00020565818421718085,-299.9992932326905,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.701,0.0,0.0,0.004,0.01,0.0,-0.01,1.539511871584926,0.00022702596762323702,0.0005257492113545532,-0.002495241941604477,0.00021047722723579627,-299.9992907605792,0.0,-1.1866747405058372e-07,0.00015935915771348458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
55.8,0.0,0.0,0.009,0.01,0.0,-0.06,1.5395553233709671,0.0,0.0,0.0,0.00023516927001675215,-299.9992603673318,0.0,-4.394646077908233e-07,0.0006417402081368528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.06,0.0,-2.0,-300.0,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
