timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,quad_true_x,quad_true_y,quad_true_z,quad_true_vx,quad_true_vy,quad_true_vz,landing_pad_raw_stamp,landing_pad_x_raw,landing_pad_y_raw,landing_pad_z_raw,landing_pad_yaw_raw,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz,landing_pad_true_yaw,measure_lag,sigma_px,sigma_py,sigma_pz,sigma_v,sigma_a,sigma_yaw,sigma_yaw_rate,covar_trace,covar_det_log,covar_max_eig
80.5,0.0,0.0,0.001,0.0,0.0,0.0,1.5469268514451124,0.00032733402384206735,0.00043537405188075824,-0.0015023918833342858,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
80.6,0.0,0.0,0.001,0.01,-0.01,0.0,1.546964026117001,0.0003658181940271761,0.00037573504910146446,-0.0015134108293141432,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
80.7,0.0,0.0,0.001,0.01,-0.01,0.0,1.5470032292094564,0.00029803504418404866,0.00045705076395319554,-0.0014188661160664257,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
80.8,0.0,0.0,0.001,0.01,-0.01,0.0,1.5470469585296251,0.00026601477262885165,0.0004082162374809645,-0.0013854146190381226,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
80.9,0.0,0.0,0.0,0.01,-0.01,0.0,1.5470751515266041,0.0003512648950895219,0.00037648461536278103,-0.0014432543714037417,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.0,1.6881317524419792e-11,4.309405653504794e-10,0.0,0.01,-0.01,0.0,1.547123978906546,0.0002952850011806532,0.00044522128398204056,-0.0013628582015284033,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.101,0.0,0.0,0.0,0.01,-0.01,0.0,1.5471647987749915,0.0004140866254149373,0.0004290908930211829,-0.0014395331722413423,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.2,0.0,0.0,0.001,0.01,-0.01,0.0,1.5472008782115316,0.00036755487080717005,0.0003620144233691029,-0.0015012833941511598,0.00020579392402665967,0.000707815232695934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.3,0.0,0.0,0.002,0.01,-0.01,0.0,1.5472687176105122,0.00030670827302550405,0.0002946892886282252,-0.0011110909589073835,0.00021127982109800695,0.0007131470801213926,0.0,-1.8734830510663328e-07,0.00023462017471015582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,-0.0,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.4,0.0,0.0,0.005,0.01,-0.01,-0.05,1.5473306300726273,-0.02468846345798524,-0.0063272103750118425,0.0005132013150106506,0.00023864306474294072,0.0007540213041244044,0.0,-6.446400416818322e-07,0.0008574933831739573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.05,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.5,-3.3919823373695923e-10,-7.158835069881464e-11,0.016,0.01,-0.01,-0.13,1.5472936230388028,-0.015285625814508446,-0.00728653568397428,-0.004234946646608748,0.0002847311252706391,0.0010215987484272738,0.0,-2.5633333398531985e-06,0.0038324367949217446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.13,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.6,-2.9543815310839605e-10,4.7236685049578675e-11,0.033,0.01,0.0,-0.21,1.5474048602071147,-0.006736496017091939,-0.005736885042067607,0.003957160155490723,0.0002836177123904084,0.001623650936883125,0.0,-5.428890625559537e-06,0.007951137926945243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.21,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.7,-1.9103667259212642e-10,-4.366536299205137e-11,0.06,0.01,0.0,-0.31,1.5473430874433856,0.0057017604378407395,-0.0027151148678047753,-0.00511582795774626,0.00022890199606931185,0.0024209954338024657,0.0,-7.4942264387801035e-06,0.011522951023290005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.31,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.8,-4.864748257005225e-10,3.5713168533568762e-12,0.095,0.01,0.0,-0.4,1.5474536540594437,0.009653321667446908,-5.6653455008106386e-06,0.0013651074878886739,7.539266396221533e-05,0.003804349933215389,0.0,-1.069786944826399e-05,0.015592255572668197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.4,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
81.9,-3.3831326629041314e-10,-3.4825203831800877e-10,0.14,0.01,0.0,-0.5,1.5473174462702612,0.010620249056171352,-0.0017074771450694257,-0.00709019644205405,-0.00019078342039159955,0.005546455075001776,0.0,-1.0852599239011402e-05,0.018748765888369618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.5,0.0,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963,0.0,0.3872983346207417,0.3872983346207417,0.3872983346207417,0.7071067811865476,1.224744871391589,0.3872983346207417,0.7071067811865476,3.1,-8.56930919255525,1.5
