timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz,landing_pad_true_yaw
57.5,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.0,0.0,0.0,1.5399183380093913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9426922629350944,-0.13276689602901734,0.0,-0.31425790750123783,-2.983314503101377,0.0,1.4658448613648603
57.601,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.0,-0.01,0.0,1.5399908209827284,0.0003687452560240906,0.0003524488690336264,-0.002270367904668599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9882556451723576,-0.49064367417137195,0.0,-0.014914498728828515,-2.999783473490783,0.0,1.5658245093387095
57.7,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.0,-0.01,0.0,1.5400683498617749,0.00034771309602128964,0.0003740674131748149,-0.0023021046512956985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9987731214041193,-0.7911359290245976,0.0,0.23477926128748464,-2.9906189895163986,0.0,1.6491408826507823
57.801,-6.064139858666384e-11,-1.7001925735338208e-10,-0.009,0.01,-0.01,0.0,1.5401393930104117,0.00036080700840598586,0.000408597985203531,-0.00231578399600697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9842471446330332,-1.09146110035048,0.0,0.48284422053243553,-2.9607068204545612,0.0,1.732457255963335
57.9,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.01,-0.01,0.0,1.540217346572552,0.0002743458841604419,0.000321340284462378,-0.0023829238154974867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.954656972158176,-1.3302003919803036,0.0,0.6789662662799557,-2.921973351246299,0.0,1.7991103546139604
58.0,-6.064139858666384e-11,-1.7001925735338208e-10,-0.009,0.01,-0.01,0.0,1.5402893340822794,0.000347050320921635,0.0003327974933553985,-0.0023196613863712234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8954230728568964,-1.6249843089545069,0.0,0.9197777281135955,-2.8553340066287185,0.0,1.8824267279276325
58.1,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.01,-0.01,0.0,1.540343749397669,0.00022557386086318381,0.00036241521760511014,-0.002995385831623743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8118627222093755,-1.913816232973895,0.0,1.1542081369146087,-2.7688854941956658,0.0,1.9657431012421047
58.201,-6.064139858666384e-11,-1.7001925735338208e-10,-0.008,0.01,-0.01,0.0,1.540415492900882,0.00035115342815691166,0.00043011505852810913,-0.0024962850795991367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6803072677981001,-2.2497402906849993,0.0,1.4248154802206503,-2.6398530625250345,0.0,2.0657227492205394
58.301,-6.064139858666384e-11,-1.7001925735338208e-10,-0.006,0.01,-0.01,0.0,1.5404960318144896,0.00010629204462515099,0.00089069344637879,-0.0018865549975099233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5455009090442224,-2.518503119537154,0.0,1.6395616945057077,-2.5121227779280932,0.0,2.149039122527635
58.4,-6.064139858666384e-11,-1.7001925735338208e-10,-0.002,0.01,-0.01,-0.06,1.5405861037459712,-0.022174457183505986,0.0011422159227128048,-0.0010401346156324212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4218386106903635,-2.7248515230706865,0.0,1.8032378641100646,-2.397343643653491,0.0,2.215692221169843
