timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz,landing_pad_true_yaw
502.531,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,0.0,0.0,0.0,-3.5033194005484025e-08,128.7081333727092,3.927985766174505e-14,1.7592539370647673e-12,-2.7851433547616943e-25,0.0,-1.583138906830344e-13,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.56,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.7611400352028084e-08,132.8415363659891,3.987670456893367e-14,-1.7012191060123035e-12,2.7445231588449526e-25,0.0,3.141592653589632,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.59,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.76410591932681e-08,137.23808508728098,4.2653363771330024e-14,1.7771094710875698e-12,-2.9084791796911047e-25,0.0,-1.6366347864384237e-13,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.62,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.7915044938397494e-08,141.89003608319808,3.732359953321744e-14,-1.6544892755210698e-12,2.749956888163104e-25,0.0,3.141592653589627,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.65,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.756349181435785e-08,146.71968426549168,4.146038864478273e-14,1.6222745931599316e-12,-2.742327160737934e-25,0.0,-1.6904210743979655e-13,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.68,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.867956782905847e-08,151.50591434141052,3.98076920303645e-14,-1.7127743340519774e-12,2.9381085021558126e-25,0.0,3.1415926535896217,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.71,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.868191498410359e-08,156.42266998858554,3.720282150309638e-14,1.7585939196248713e-12,-3.0637609775822057e-25,0.0,-1.7421651146364374e-13,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.741,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.778366859137171e-08,161.51401099939363,4.080610256224148e-14,-1.7988926469076925e-12,3.173712200378235e-25,0.0,3.141592653589617,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.77,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.0,0.0,1.5899103014406302,-0.0002664640047512806,-0.00029409012085142907,0.0007597670998017017,-3.749892066500633e-08,166.13390161432096,3.627372919316602e-14,1.7904904497381439e-12,-3.215987970330156e-25,0.0,-1.7961491896259422e-13,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
502.8,8.910768607359176e-11,-2.44633671826755e-10,0.01,-0.01,0.01,0.0,1.5898752669480185,-0.00037698051194639956,-0.0003198494323024526,0.0008121856203767654,-3.694773495481052e-08,170.79536734708833,3.3477423573351114e-14,-1.7665413329875418e-12,3.218621362598051e-25,0.0,3.141592653589611,-2.0,-8.624095593485096e-19,0.0,0.0,0.0,0.0,1.5707963267948963
