timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_lpx,landing_pad_lpy,landing_pad_lpz,landing_pad_lpvx,landing_pad_lpvy,landing_pad_lpvz
1771247455.041823,0.0,0.0,0.008,0.0,0.0,0.0,1.5621852987122278,0.0003193334558355345,0.0003427862483561656,-0.0007639337225100334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.0827146,0.0,0.0,0.008,0.0,0.0,0.0,1.5621773712944726,0.0003447370995675515,0.00042402518743613114,-0.0006916321941059043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.128374,0.0,0.0,0.008,0.0,0.0,0.0,1.5621810928594806,0.00039374623714696433,0.00038552433686252463,-0.0006773952239607126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.159903,0.0,0.0,0.008,0.0,0.0,0.0,1.5621780390527584,0.00034346778685826254,0.0003784796917060409,-0.0007898515907918316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.200553,0.0,0.0,0.008,0.0,0.0,0.0,1.5621728199210505,0.0003592946401927195,0.0004167020863160683,-0.0008019861434694813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.2407799,0.0,0.0,0.008,0.0,0.0,0.0,1.5621680245411138,0.00037666217169595096,0.00035190884572015337,-0.0007369553540464855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.2837284,0.0,0.0,0.008,0.0,0.0,0.0,1.5621641372006871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.3288856,0.0,0.0,0.008,0.0,0.0,0.0,1.5621622549977638,0.000304594514539299,0.00043182892976551473,-0.0006991863998446615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.3599365,0.0,0.0,0.008,0.0,0.0,0.0,1.5621593455460407,0.0002866768437918663,0.00034603380170378516,-0.000784126050689741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.4037242,0.0,0.0,0.008,0.0,0.0,0.0,1.5621545101192333,0.000263090772359469,0.00045178331625547296,-0.0008513946550991453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.4426231,0.0,0.0,0.008,0.0,0.0,0.0,1.562149966196392,0.00042483857024859647,0.00042374017608878063,-0.000802237781379174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.4849255,0.0,0.0,0.008,0.0,0.0,0.0,1.5621440802377204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.533273,0.0,0.0,0.008,0.0,0.0,0.0,1.5621463657033186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.5601325,0.0,0.0,0.008,0.0,0.0,0.0,1.5621402087297775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.6017416,0.0,0.0,0.008,0.0,0.0,0.0,1.562136841067348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.6430843,0.0,0.0,0.008,0.0,0.0,0.0,1.5621326575663428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.685941,0.0,0.0,0.008,0.0,0.0,0.0,1.5621288726713995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.7310956,0.0,0.0,0.008,0.0,0.0,0.0,1.5621288726713995,0.0003032512631530103,0.00038591466967657397,-0.000704181433494748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.7636425,0.0,0.0,0.008,0.0,0.0,0.0,1.5621294528853635,0.0003009219531789266,0.00045604464426189943,-0.0006601768214056898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.8002417,0.0,0.0,0.008,0.0,0.0,0.0,1.56212722702441,0.0002884433317221171,0.00034886432386598644,-0.0007133883784417217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.843589,0.0,0.0,0.008,0.0,0.0,0.0,1.5621219846096377,0.0003099337421426015,0.00033678273447356773,-0.0008156870473169006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.8823395,0.0,0.0,0.008,0.0,0.0,0.0,1.5621206733074526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.9270804,0.0,0.0,0.008,0.0,0.0,0.0,1.562111807116542,0.0003390914539724091,0.00037863703058078847,-0.0007716360442677971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247455.9634838,0.0,0.0,0.008,0.0,0.0,0.0,1.5621105833586792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.0035076,0.0,0.0,0.008,0.0,0.0,0.0,1.5621087747302391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.0465045,0.0,0.0,0.008,0.0,0.0,0.0,1.5621087747302391,0.0003250933143243972,0.00041850408209138945,-0.0007092620171658313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.091708,0.0,0.0,0.008,0.0,0.0,0.0,1.5621050494399409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.134684,0.0,0.0,0.008,0.0,0.0,0.0,1.5620994344961385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.1612444,0.0,0.0,0.008,0.0,0.0,0.0,1.562095245407198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.2048283,0.0,0.0,0.008,0.0,0.0,0.0,1.5620932886984686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.2455785,0.0,0.0,0.008,0.0,0.0,0.0,1.5620909976449349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.2847428,0.0,0.0,0.008,0.0,0.0,0.0,1.5620877650242786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.3315282,0.0,0.0,0.008,0.0,0.0,0.0,1.562082435065184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.3639746,0.0,0.0,0.008,0.0,0.0,0.0,1.5620761346679668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.4019983,0.0,0.0,0.008,0.0,0.0,0.0,1.5620762678470947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.443031,0.0,0.0,0.008,0.0,0.0,0.0,1.5621202532809715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.4814875,0.0,0.0,0.008,0.0,0.0,0.0,1.5621202532809715,-0.00023491767209912363,0.0013950345976283642,0.0011459287457908122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.534631,0.0,0.0,0.008,0.0,0.0,-0.02,1.562177495160375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.565712,0.0,0.0,0.009,0.0,0.0,-0.04,1.562153979265366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.602199,-1.6881317524419792e-11,-5.1194222472350503e-11,0.01,0.0,0.0,-0.05,1.5621600431066491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.6434555,-1.6881317524419792e-11,-5.1194222472350503e-11,0.01,0.0,0.0,-0.05,1.5621600431066491,-0.010926221408615098,0.006026973412233881,-0.0008345090949315601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.6821406,-1.6881317524419792e-11,-5.1194222472350503e-11,0.011,0.0,0.0,-0.07,1.5621704031389694,-0.010405291191049056,0.005454256870176293,0.00029976105187751005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.7283657,-1.6881317524419792e-11,-5.1194222472350503e-11,0.013,0.0,0.0,-0.08,1.5621979367595653,-0.010224661649969862,0.0028096986477570236,0.000849580401425845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.762531,-1.6881317524419792e-11,-5.1194222472350503e-11,0.015,0.0,0.0,-0.1,1.562151023247514,-0.009783700200596223,0.004430039409712666,-0.0018828896409664223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.7977839,-1.6881317524419792e-11,-5.1194222472350503e-11,0.017,0.0,0.0,-0.12,1.5621581264447908,-0.008678452759386418,0.0010131645581705154,-0.0008705756425763276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.841346,4.376008062856318e-11,1.1882503488103158e-10,0.02,0.0,0.0,-0.14,1.562107400098119,-0.008788186876040424,0.0016670834478302447,-0.0034002625052272353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.8808777,4.376008062856318e-11,1.1882503488103158e-10,0.023,0.0,0.0,-0.15,1.562096282900546,-0.007918512919688613,0.001703393921862462,-0.0012599021541990839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.9348776,5.042411124062118e-10,1.507055608779284e-10,0.03,0.0,0.0,-0.19,1.562152122208152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247456.9686007,5.042411124062118e-10,1.507055608779284e-10,0.034,0.0,0.0,-0.21,1.562107221284185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.0007534,5.042411124062118e-10,1.507055608779284e-10,0.038,0.0,0.0,-0.23,1.5621384662252404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.0435262,5.042411124062118e-10,1.507055608779284e-10,0.038,0.0,0.0,-0.23,1.5621384662252404,-0.0028245682943090766,-0.001673588390924888,0.0009718401579630751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.0843258,1.650428786692526e-10,7.911720931175203e-11,0.043,0.0,0.0,-0.25,1.5620746557277185,-0.002461258411521699,-0.0020961417625340313,-0.0035652634326690945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.1225271,1.650428786692526e-10,7.911720931175203e-11,0.049,0.0,0.0,-0.26,1.5621420024570567,-6.896010466710795e-05,-0.004238210289309375,0.00188034941723179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.1603231,1.4816156287955629e-10,2.792298683940153e-11,0.054,0.0,0.0,-0.28,1.5621425472807626,0.00032505080362363835,0.00024064520131077084,0.0006664089980747122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.2021534,2.088029575630923e-10,1.979422459275071e-10,0.06,0.0,0.0,-0.3,1.562180302166615,0.0003309082224095768,-0.008523659839397037,0.0007018862336539664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.2424738,2.088029575630923e-10,1.979422459275071e-10,0.066,0.0,0.0,-0.32,1.562173240878854,0.002077622157577483,-0.0009056235312339617,-0.00034112922516064357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.2845101,1.91921641773396e-10,1.4674802345515658e-10,0.073,0.0,0.0,-0.34,1.5621352717888097,0.0019450366689954606,-0.00637133152045975,-0.00233119088393621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.32558,-1.4727659369828672e-10,7.515967015425673e-11,0.08,0.0,0.0,-0.36,1.5622015232828,0.0023108945946235786,-0.004829830365466851,0.001322085894987326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.3618095,3.13204434609915e-10,1.0704019615115357e-10,0.095,0.0,0.0,-0.4,1.5621115752172212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.4009802,3.738458362323449e-10,2.7705945176981217e-10,0.104,0.0,0.0,-0.42,1.5621658452462892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.4416106,3.569645204426486e-10,2.2586523623635557e-10,0.112,0.0,0.0,-0.44,1.562176689566348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.4817526,1.7766288440412836e-11,1.5427688293545572e-10,0.121,0.0,0.0,-0.45,1.5621288074788193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.530809,8.849726507165201e-13,-2.766636850171089e-10,0.131,0.0,0.0,-0.47,1.5621699095380046,0.0044707278893660225,-0.0033275612598943414,0.002101804413239028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.5631387,-2.0300013059415534e-10,0.011095777700389976,0.14,0.0,0.0,-0.49,1.562106610336576,0.005151848850457905,-0.00658950926240247,-0.003203451537363251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.6017737,-1.423587289717254e-10,0.011095777870409232,0.151,0.0,0.0,-0.51,1.5621655379098391,0.005153149937769107,-0.00023983057744196283,0.0009251931685450054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.6441739,3.787637009589062e-10,0.01109577807230902,0.172,0.0,0.0,-0.55,1.562156627946768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.682526,-3.795724845545578e-11,0.011095777779507182,0.183,0.0,0.0,-0.57,1.5622077836331465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.7209258,2.2684146228080238e-11,0.011095777949526445,0.195,0.0,0.0,-0.59,1.5621689428251724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.761439,5.802830438383921e-12,0.011095777898332215,0.207,0.0,0.0,-0.61,1.562157580689762,0.003252184217737676,-0.0017861916596506125,-0.0018995567581609814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.8010764,1.2708563368324377e-10,0.011095777858624381,0.22,0.0,0.0,-0.63,1.5621858714756112,0.0038264757749037043,-0.0045795088055316764,0.00043349369888677806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.842106,1.8772701448899198e-10,0.011095778408389989,0.232,0.0,0.0,-0.65,1.562162635908697,0.0033630398684465655,-0.0006760244388560213,-0.0021001963913739275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.8835807,1.7084571257708348e-10,0.011095777977449428,0.246,0.0,0.0,-0.67,1.5622182405230145,0.0035817085990662574,-0.004002116696222494,0.0032508475650760136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.9279788,-1.2459244747020648e-10,0.011095778024686101,0.274,0.0,0.0,-0.71,1.562168672741626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247457.9613261,-1.2459244747020648e-10,0.011095778024686101,0.274,0.0,0.0,-0.71,1.562168672741626,0.0023077021823534054,-0.0014573819383323,0.0007547294017053831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.0033169,-2.0190973892830755e-11,0.011095777933784079,0.303,0.0,0.0,-0.75,1.5621729605507593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.0459266,4.0450434668493074e-11,0.0110957781038033,0.318,0.0,0.0,-0.77,1.5621419456463792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.083451,4.840501471869985e-10,0.011095778084489638,0.334,0.0,0.0,-0.79,1.562176070236836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.1272054,2.05493289051617e-10,0.011095778562666858,0.35,0.0,0.0,-0.81,1.5621855604138712,0.0037853604722410932,-0.0031503015691515816,-0.0005250619049520871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.1613686,1.886119871397085e-10,0.011095778131726297,0.366,0.0,0.0,-0.83,1.5622006767105796,0.003473716219783025,0.00041189263352668664,-0.00018142607341571052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.2003694,3.5365488315619587e-10,0.011095778210843538,0.401,0.0,0.0,-0.87,1.5621572295811514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.2393796,3.3677355348871174e-10,0.011095778159649294,0.418,0.0,0.0,-0.89,1.5622278974067907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.2823687,5.82167092311181e-11,0.011095778258080197,0.437,0.0,0.0,-0.91,1.5621781917896607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.3307302,5.018164495051991e-10,0.011095778238766507,0.455,0.0,0.0,-0.93,1.562196351648543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.36309,2.2325957749202985e-10,0.011095778716943755,0.474,0.0,0.0,-0.95,1.562206291654382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.3993928,1.8949694591263722e-10,0.011095777855062605,0.493,0.0,0.0,-0.97,1.5622096639734249,0.0012166030823093283,0.002135249209241171,-0.001052506133221204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.442479,3.883024735085172e-10,0.011095778796060968,0.513,0.0,0.0,-0.99,1.562262400114212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.485538,3.222294653326685e-11,0.011095779053024696,0.533,0.0,0.0,-1.01,1.5621848563340046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.5289607,7.598299767153094e-11,0.011095778412357038,0.554,0.0,0.0,-1.03,1.5622303709995489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.5640535,1.972658147941786e-10,0.011095779132141936,0.575,0.0,0.0,-1.05,1.5622166116398315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.6012924,2.410258936880183e-10,0.011095778871220652,0.596,0.0,0.0,-1.07,1.562185595804129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.642387,-1.1505368879838329e-10,0.011095778748438034,0.618,0.0,0.0,-1.1,1.5622081570934991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.6871634,3.8918746003702154e-10,0.011095778519397248,0.64,0.0,0.0,-1.12,1.5621885238823037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.725284,3.310790530619556e-11,0.011095778776361032,0.663,0.0,0.0,-1.14,1.5622384856131413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.7604165,7.686795644445965e-11,0.011095778515439692,0.687,0.0,0.0,-1.16,1.5621634759616592,0.0013280104054221964,0.0007451842045935554,-0.002686716485335851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.801727,2.587921543728555e-10,0.01109577902549752,0.71,0.0,0.0,-1.18,1.562233472303722,0.0008477192528807964,0.0018593798792939282,0.0015309306900937716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.843984,-9.728740035797045e-11,0.011095778902714959,0.734,0.0,0.0,-1.2,1.5622619260710218,0.0013340971471320939,0.0008453835842873841,0.002011546638636857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.8799396,4.238350781449185e-10,0.011095779104614678,0.758,0.0,0.0,-1.22,1.5622227220472433,0.001206680259950625,0.004076322368172792,-0.0030635907503053592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.9324174,5.08741937466084e-11,0.0110957789306379,0.783,0.0,0.0,-1.24,1.562305093803678,0.0011483574191362932,0.0009104492503529859,0.0037521656890732755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247458.9646008,1.9903573234003602e-10,0.011095778958560898,0.834,0.0,0.0,-1.28,1.5621855660018065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.0009375,-9.640244158504174e-11,0.011095779005797557,0.861,0.0,0.0,-1.3,1.5622337386619787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.0487092,5.022427473910795e-10,0.011095779428910879,0.887,0.0,0.0,-1.32,1.5621337015789485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.0825636,5.175915251953711e-11,0.011095778653974264,0.914,0.0,0.0,-1.34,1.5622163527321555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.130068,5.175915251953711e-11,0.011095778653974264,0.914,0.0,0.0,-1.34,1.5622163527321555,0.0035357321622998994,0.0008716876357606139,0.002410088499282775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.1618757,-6.175482347714478e-11,0.011095779211268697,0.97,0.0,0.0,-1.38,1.5622052364659051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.2025604,3.818448890413606e-10,0.011095779191955035,0.998,0.0,0.0,-1.4,1.5622541569781045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.245368,8.640677062743407e-11,0.011095779239191639,1.027,0.0,0.0,-1.42,1.5622547064584236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.2885592,8.640677062743407e-11,0.011095779239191639,1.027,0.0,0.0,-1.42,1.5622547064584236,0.0021596587864477334,0.004043584869491975,-0.0013419509036099717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.328467,2.9520974553776114e-10,0.011095779437133912,1.086,0.0,0.0,-1.46,1.5622142684322338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.3605428,2.9520974553776114e-10,0.011095779437133912,1.086,0.0,0.0,-1.46,1.5622142684322338,0.0018309079521603576,0.003501559132914805,-0.004016916963110565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.4022002,4.771338879550058e-10,0.011095779947191686,1.115,0.0,0.0,-1.48,1.5622603698309998,0.0023616570564252083,0.002043584024128568,0.0007373410024817512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.4430392,1.0417305906784691e-10,0.011095779393468508,1.146,0.0,0.0,-1.5,1.5622474048894384,0.001967622150225467,0.0008319382996438423,-0.0013963041634048193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1771247459.478754,2.8609720148509155e-10,0.011095779903526282,1.177,0.0,0.0,-1.52,1.5623002537202573,0.001308752853190938,0.005204816338295492,0.001087213880633194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
