timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_lpx,landing_pad_lpy,landing_pad_lpz,landing_pad_lpvx,landing_pad_lpvy,landing_pad_lpvz,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz
239.88,-5.958074788744994e-11,-4.658471481830406e-10,0.017,-0.01,-0.01,0.0,0.06891627708939109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.147403417645992,-1.1574010073061,0.0,-1.124264515765702,-2.7813331379662816,0.0
239.91,-5.958074788744994e-11,-4.658471481830406e-10,0.016,-0.01,-0.01,0.0,0.06890793243912252,0.0003796615962213461,-0.0002652547211554551,-0.0008635293206284215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.194653003629604,-1.2677588941771984,0.0,-1.07776445800632,-2.7996800607792847,0.0
239.94,-5.958074788744994e-11,-4.658471481830406e-10,0.016,-0.01,-0.01,0.0,0.06890256802109292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.217586572230884,-1.323229252013298,0.0,-1.0544013887129153,-2.808562293722422,0.0
239.97,-5.958074788744994e-11,-4.658471481830406e-10,0.015,-0.01,-0.01,0.0,0.06889219681290186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2620633010051225,-1.4347335441630569,0.0,-1.0074573270662606,-2.825741349391845,0.0
240.0,-5.958074788744994e-11,-4.658471481830406e-10,0.015,-0.01,-0.01,0.0,0.06888564030197669,0.0003096310419055375,-0.00035961582923388103,-0.0007959053054805367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2836033737912325,-1.4907597383192497,0.0,-0.9838795835595507,-2.834036955083381,0.0
240.03,-5.958074788744994e-11,-4.658471481830406e-10,0.015,-0.01,-0.01,0.0,0.06884105602768437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3252794601604028,-1.6033407775542015,0.0,-0.936520836258314,-2.850037390510741,0.0
240.06,-5.958074788744994e-11,-4.658471481830406e-10,0.015,-0.01,-0.01,0.0,0.06883271137741587,0.008458049374497043,0.002106546355704741,-0.0017536136563682692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.345412580765408,-1.6598878077322865,0.0,-0.9127431385784356,-2.857741166101411,0.0
240.091,-5.958074788744994e-11,-4.658471481830406e-10,0.015,-0.01,-0.01,-0.03,0.06881351868179816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3842619891318693,-1.7734752632009727,0.0,-0.8649992906080661,-2.872552981532145,0.0
240.12,-5.958074788744994e-11,-4.658471481830406e-10,0.016,-0.01,-0.01,-0.04,0.06876511971024057,-0.007380049565231311,0.02064890976127006,-0.003483490651936563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.402975580131324,-1.830507803729717,0.0,-0.8410364758331313,-2.879660060162715,0.0
240.15,-5.958074788744994e-11,-4.658471481830406e-10,0.017,-0.01,-0.01,-0.06,0.06878288189438363,-0.0030596166787202213,0.02515951407596994,0.0003660208136750048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4389740407602343,-1.9450307158592357,0.0,-0.7929373794350771,-2.8932740907387546,0.0
240.18,3.588392603892654e-11,6.49971687582962e-10,0.02,-0.01,-0.01,-0.08,0.06882317463425189,-0.010052175792196836,0.022258390990751015,0.00017010852557439464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4562564115284475,-2.0025131377626795,0.0,-0.7688044279784277,-2.8997800672678076,0.0
240.211,3.588392603892654e-11,6.49971687582962e-10,0.024,-0.01,-0.01,-0.12,0.0687938491490224,-0.005621812525128888,0.018923340666694044,-0.0026195701755034714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4893814357094013,-2.1178999625880888,0.0,-0.7203800912740345,-2.9121876670319273,0.0
240.24,3.588392603892654e-11,6.49971687582962e-10,0.027,-0.01,-0.01,-0.13,0.06880088249710588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.505221789722728,-2.1757963558435294,0.0,-0.6960920858400796,-2.9180885028495913,0.0
240.27,-2.3696822282204266e-11,1.841245385325596e-10,0.03,-0.01,-0.01,-0.15,0.0688255588200427,-0.002642964324042478,0.014615615461621984,0.00031244852890891824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.535452683818747,-2.2919750097022416,0.0,-0.6473727829247086,-2.929282003442773,0.0
240.306,-2.3696822282204266e-11,1.841245385325596e-10,0.036,-0.01,-0.01,-0.19,0.068861083188329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54984112540033,-2.350249205673612,0.0,-0.6229448721136681,-2.9345739062004426,0.0
240.33,-5.754858395379259e-12,-6.050913242683365e-11,0.04,-0.01,-0.01,-0.2,0.0688640634205679,-0.004776628248584139,0.005607071329361209,0.00019614406686519053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.577159003775454,-2.46714711023718,0.0,-0.5739610463544985,-2.944546352424947,0.0
