timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz,landing_pad_true_yaw
58.9,-1.2128279717332768e-10,3.970782730400302e-11,-0.01,0.0,0.0,0.0,1.5398463747140507,0.0003489060381066126,0.00036291330497792207,-0.002416564411278264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.695534563636784,1.1083745811824066,0.0,-1.7380336890627863,2.445028066634724,0.0,-0.9528294827211934
59.0,-1.2128279717332768e-10,3.970782730400302e-11,-0.01,0.0,0.0,0.0,1.5399148567256071,0.0003799428375975975,0.0003628741168905697,-0.0022242494240284944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.528762013850804,1.3585607701916147,0.0,-1.9354800658992,2.2919075577969736,0.0,-0.8695131094183409
59.1,-4.604810309102869e-10,-3.188052339481162e-11,-0.009,0.0,0.0,0.0,1.5399790751424172,0.000330595184732374,0.0003937047877090319,-0.0022172270472442697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341747466570693,1.594000298815599,0.0,-2.119498837154446,2.122886691215489,0.0,-0.786196736115138
59.2,-4.604810309102869e-10,-3.188052339481162e-11,-0.008,0.01,-0.01,0.0,1.5400968930360415,0.00039948012775769095,0.00030981842434898353,-0.0019430403971423778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135788354571187,1.813059780960169,0.0,-2.2888133923936422,1.9391381051298964,0.0,-0.7028803628115974
59.3,-4.604810309102869e-10,-3.188052339481162e-11,-0.006,0.01,-0.01,0.0,1.5401678374644854,0.0002576814170645379,0.0003752692220943385,-0.0023162159521259757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91231354050525,2.0142194687986454,0.0,-2.4422490382746616,1.7419365228751922,0.0,-0.6195639895079
59.401,-4.604810309102869e-10,-3.188052339481162e-11,-0.005,0.01,-0.01,0.0,1.5402453439917903,0.000289918006835123,0.00038045552359722816,-0.0022656301016520733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.623213896395655,2.2300277307122633,0.0,-2.6039211320962607,1.4894690283187197,0.0,-0.5195843415429982
59.5,-4.604810309102869e-10,-3.188052339481162e-11,-0.003,0.01,-0.01,0.0,1.540319518246923,0.0003330370836606905,0.00036347943026825597,-0.0023367707303558307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.366817022464565,2.38708458529503,0.0,-2.718842282177951,1.2676040004746434,0.0,-0.43626796823865366
59.603,-4.604810309102869e-10,-3.188052339481162e-11,-0.001,0.01,-0.01,0.0,1.5403948343035319,0.0003865232979440134,0.00044258146201701465,-0.0022630655773349002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09823926465998,2.522259289088799,0.0,-2.8149012102352047,1.0369448486289317,0.0,-0.3529515949340092
59.7,-4.604810309102869e-10,-3.188052339481162e-11,-0.001,0.01,-0.01,0.0,1.540473018833671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8758564382187535,2.6140084371993666,0.0,-2.877715123401361,0.8471593109264333,0.0,-0.28629849629010723
59.8,0.0,0.0,0.001,0.01,-0.01,-0.05,1.5405196482923367,-0.021958837234530376,-0.0006082140269856916,-0.0013857337028022965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5320658207868925,2.7233694060150775,0.0,-2.9479020409893275,0.5556949073907427,0.0,-0.18631884832397277
